device_time_stamp;left_gaze_origin_in_trackbox_coordinate_system;left_gaze_origin_in_user_coordinate_system;left_gaze_origin_validity;left_gaze_point_in_user_coordinate_system;left_gaze_point_on_display_area;left_gaze_point_validity;left_pupil_diameter;left_pupil_validity;right_gaze_origin_in_trackbox_coordinate_system;right_gaze_origin_in_user_coordinate_system;right_gaze_origin_validity;right_gaze_point_in_user_coordinate_system;right_gaze_point_on_display_area;right_gaze_point_validity;right_pupil_diameter;right_pupil_validity;system_time_stamp;current_target_point_on_display_area
25242315742;(0.620781660079956, 0.2969135046005249, 0.48832666873931885);(-51.669837951660156, 69.51560974121094, 638.3135375976562);1;(22.412704467773438, 207.5823516845703, 67.5079345703125);(0.5372986197471619, 0.3995395302772522);1;2.7837982177734375;1;(0.470350980758667, 0.2980976998806, 0.4885967969894409);(15.816234588623047, 70.10518646240234, 640.2777099609375);1;(19.19564437866211, 199.5388641357422, 64.58036041259766);(0.5319448113441467, 0.4248635768890381);1;2.663848876953125;1;632620505787;(0.5, 0.5)
25242326845;(0.6209143996238708, 0.296968549489975, 0.48808497190475464);(-51.71918869018555, 69.48307037353516, 638.191162109375);1;(21.57763671875, 208.60806274414062, 67.88123321533203);(0.5359088778495789, 0.3963102400302887);1;2.7744293212890625;1;(0.47049185633659363, 0.29812920093536377, 0.4883841574192047);(15.750441551208496, 70.08256530761719, 640.1748046875);1;(21.37691879272461, 200.1310272216797, 64.79589080810547);(0.5355748534202576, 0.4229992628097534);1;2.659393310546875;1;632620516890;(0.5, 0.5)
25242337948;(0.6211138963699341, 0.29700222611427307, 0.4879515469074249);(-51.80259323120117, 69.462890625, 638.1192626953125);1;(21.244548797607422, 207.33963012695312, 67.41956329345703);(0.5353545546531677, 0.40030375123023987);1;2.7777099609375;1;(0.47071775794029236, 0.29815366864204407, 0.488247811794281);(15.647347450256348, 70.06610870361328, 640.1105346679688);1;(22.41735076904297, 199.831787109375, 64.68692779541016);(0.5373063087463379, 0.4239414632320404);1;2.65753173828125;1;632620528011;(0.5, 0.5)
25242349051;(0.6212213039398193, 0.29702576994895935, 0.487968385219574);(-51.851016998291016, 69.45500183105469, 638.1246948242188);1;(21.31337547302246, 207.7572479248047, 67.5715560913086);(0.5354690551757812, 0.39898884296417236);1;2.7635498046875;1;(0.4708278179168701, 0.29817503690719604, 0.48826855421066284);(15.598236083984375, 70.0596694946289, 640.1228637695312);1;(22.882164001464844, 199.4589385986328, 64.55123138427734);(0.5380797982215881, 0.4251152276992798);1;2.636871337890625;1;632620539138;(0.5, 0.5)
25242360154;(0.6213234066963196, 0.29704058170318604, 0.487823486328125);(-51.89063262939453, 69.44136047363281, 638.0498657226562);1;(19.9945011138916, 208.8212890625, 67.95884704589844);(0.5332742929458618, 0.39563891291618347);1;2.7444610595703125;1;(0.4709261655807495, 0.29819655418395996, 0.4881354868412018);(15.55252742767334, 70.04487609863281, 640.0586547851562);1;(21.848220825195312, 198.82476806640625, 64.32042694091797);(0.5363591313362122, 0.42711183428764343);1;2.6503753662109375;1;632620550268;(0.5, 0.5)
25242371258;(0.6214420199394226, 0.2970571517944336, 0.4879516661167145);(-51.94854736328125, 69.44168853759766, 638.1097412109375);1;(21.699934005737305, 209.9296417236328, 68.36223602294922);(0.5361123085021973, 0.3921493589878082);1;2.7334136962890625;1;(0.4709928631782532, 0.29820194840431213, 0.48827308416366577);(15.524247169494629, 70.05029296875, 640.1279907226562);1;(20.16586685180664, 198.9624786376953, 64.37055206298828);(0.5335594415664673, 0.426678329706192);1;2.6439056396484375;1;632620561404;(0.5, 0.5)
25242382361;(0.6214627623558044, 0.29706332087516785, 0.48808300495147705);(-51.96306228637695, 69.446533203125, 638.17431640625);1;(21.894662857055664, 207.1934814453125, 67.36637878417969);(0.5364364385604858, 0.4007638096809387);1;2.7581024169921875;1;(0.4710315763950348, 0.29820534586906433, 0.488412469625473);(15.508529663085938, 70.05659484863281, 640.1978149414062);1;(22.137672424316406, 199.1363983154297, 64.43384552001953);(0.5368408560752869, 0.42613083124160767);1;2.6464385986328125;1;632620572531;(0.5, 0.5)
25242393464;(0.621457576751709, 0.2970752418041229, 0.4882800281047821);(-51.96870422363281, 69.45323944091797, 638.2725830078125);1;(23.026981353759766, 205.27685546875, 66.66878509521484);(0.5383208394050598, 0.4067980945110321);1;2.7740936279296875;1;(0.47103533148765564, 0.29819491505622864, 0.48859742283821106);(15.509017944335938, 70.07011413574219, 640.2893676757812);1;(21.070751190185547, 198.30032348632812, 64.12952423095703);(0.5350652933120728, 0.42876312136650085);1;2.640380859375;1;632620583643;(0.5, 0.5)
25242404567;(0.6213949918746948, 0.29706665873527527, 0.48847413063049316);(-51.94868469238281, 69.46711730957031, 638.37060546875);1;(22.507511138916016, 203.66624450683594, 66.08260345458984);(0.5374563336372375, 0.41186895966529846);1;2.7734832763671875;1;(0.4710029363632202, 0.29816240072250366, 0.48880481719970703);(15.5259428024292, 70.09236145019531, 640.390869140625);1;(20.608694076538086, 198.19386291503906, 64.09080505371094);(0.5342963933944702, 0.42909809947013855);1;2.6401824951171875;1;632620594755;(0.5, 0.5)
25242415670;(0.6213411688804626, 0.2970404028892517, 0.48866602778434753);(-51.932456970214844, 69.48668670654297, 638.4666137695312);1;(20.37558364868164, 205.3627166748047, 66.70005798339844);(0.5339083671569824, 0.40652772784233093);1;2.7561798095703125;1;(0.4709465205669403, 0.29812583327293396, 0.4890183210372925);(15.553704261779785, 70.11640167236328, 640.4949951171875);1;(17.504615783691406, 198.51748657226562, 64.20858764648438);(0.5291306376457214, 0.4280792772769928);1;2.6617889404296875;1;632620605867;(0.5, 0.5)
